"population_ID","species.updated","species","study_ID","reference_link","subset","trait","unit","mean","n","SD","comments","location","measurement_notes","pair_ID","sex","migratory","migratory.comments","feeding.type","feeding.type.comments","migratory.pop.level","feeding.type.pop.level","broader.comments","migratory.inc.vagrants.pop.level","migratory.inc.vagrants","species.updated.new","species.updated.rep","species.updated.new.rep","effectsize_ID","yi","vi","CV","sex.num","migratory.pop.level.num","feeding.type.pop.level.num","migratory.inc.vagrants.pop.level.num"
"30","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",75.58,12,1.63,"Reported SE.male: 0.47, no SE.female since n = 1","Lanzarote","Not tracked","37","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",50,-3.79115713764813,0.0454933051349686,2.25694707510934,1,-1,-1,-1
"31","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",75.78,23,1.73,"Reported SE.male: 0.36, SE.female: 0.31","La Gomera","Not tracked","38","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",51,-3.75698572435349,0.022749932480105,2.3354029869204,1,-1,-1,-1
"31","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",72,7,0.82,"Reported SE.male: 0.36, SE.female: 0.31","La Gomera","Not tracked","38","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",52,-4.39178372440656,0.0833518628747795,1.23786294528807,-1,-1,-1,-1
"32","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",75.82,22,1.69,"Reported SE.male: 0.36, SE.female: 0.46","Gran Canaria","Not tracked","39","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",53,-3.77982405734368,0.023832106889275,2.28267072633149,1,-1,-1,-1
"32","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",71.22,9,1.38,"Reported SE.male: 0.36, SE.female: 0.46","Gran Canaria","Not tracked","39","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",54,-3.88119017868052,0.0625417168708309,2.06262616302534,-1,-1,-1,-1
"33","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",75.96,23,1.73,"Reported SE.male: 0.36, SE.female: 0.84","La Palma","Not tracked","40","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",55,-3.75935820470712,0.0227498252151534,2.32986885661964,1,-1,-1,-1
"33","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",73,5,1.88,"Reported SE.male: 0.36, SE.female: 0.84","La Palma","Not tracked","40","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",56,-3.53418766430653,0.125132647776318,2.9182453311858,-1,-1,-1,-1
"34","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",75.55,20,1.43,"Reported SE.male: 0.32, SE.female: 0.57","El Hierro","Not tracked","41","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",57,-3.94080445497325,0.0263337026723276,1.94325758235603,1,-1,-1,-1
"34","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",72.82,11,1.89,"Reported SE.male: 0.32, SE.female: 0.57","El Hierro","Not tracked","41","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",58,-3.60141381367574,0.0500612392092145,2.72851190902319,-1,-1,-1,-1
"35","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",75.06,18,1.78,"Reported SE.male: 0.42, SE.female: 0.31","La Graciosa","Not tracked","42","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",59,-3.712262664697,0.0294430075368635,2.44222014548392,1,-1,-1,-1
"35","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",71.83,6,0.76,"Reported SE.male: 0.42, SE.female: 0.31","La Graciosa","Not tracked","42","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",60,-4.44873906178847,0.100018657961875,1.16933022099052,-1,-1,-1,-1
"36","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",77.78,23,1.68,"Reported SE.male: 0.35, SE.female: 0.4","Desertas","Not tracked","43","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",61,-3.81236326258516,0.0227475567855584,2.20958987945867,1,-1,-1,-1
"36","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",73.4,10,1.26,"Reported SE.male: 0.35, SE.female: 0.4","Desertas","Not tracked","43","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",62,-4.00925665910153,0.055585023440832,1.81468795422057,-1,-1,-1,-1
"37","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",77.17,18,1.48,"Reported SE.male: 0.35, SE.female: 0.43","Madeira","Not tracked","44","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",63,-3.92455692798761,0.0294321987311084,1.97508859979088,1,-1,-1,-1
"37","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",73.62,13,1.55,"Reported SE.male: 0.35, SE.female: 0.43","Madeira","Not tracked","44","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",64,-3.81899513035305,0.0417007646283037,2.19498465504549,-1,-1,-1,-1
"38","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",77.41,17,1.44,"Reported SE.male: 0.35, SE.female: 0.35","Porto Santo","Not tracked","45","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",65,-3.95322285762871,0.0312703555071857,1.91927465030191,1,-1,-1,-1
"38","Anthus berthelotii","Anthus berthelotii","Illera et al. 2007","https://doi.org/10.1111/j.1365-294X.2007.03543.x","R&E2013","wing length","mm",74.14,14,1.31,"Reported SE.male: 0.35, SE.female: 0.35","Porto Santo","Not tracked","45","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Anthus berthelotii","Anthus berthelotii","Anthus berthelotii",66,-3.99746652204799,0.0384838386941033,1.83620999852667,-1,-1,-1,-1
"39","Aphrastura spinicauda","Aphrastura spinicauda","Moreno et al. 2007","https://doi.org/10.1093/condor/109.2.312","R&E2013","wing length","mm",55,29,1.76,"Original SD.male: 1.65, mean.male: 55, SD.female: 1.76; reported SE.male: 0.3, SE.female: 0.3","Nothofagus forests on the island of Navarino (54°55'S,67°40'W)","Not tracked","46","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Aphrastura spinicauda","Aphrastura spinicauda","Aphrastura spinicauda",67,-3.42416223332527,0.0178924532019704,3.25765611175983,-1,-1,-1,-1
"39","Aphrastura spinicauda","Aphrastura spinicauda","Moreno et al. 2007","https://doi.org/10.1093/condor/109.2.312","R&E2013","wing length","mm",58,27,1.74,"Original SD.male: 1.65, mean.male: 55, SD.female: 1.76; reported SE.male: 0.3, SE.female: 0.3","Nothofagus forests on the island of Navarino (54°55'S,67°40'W)","Not tracked","46","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Aphrastura spinicauda","Aphrastura spinicauda","Aphrastura spinicauda",68,-3.48732712808921,0.0192641025641026,3.0582506145676,1,-1,-1,-1
"40","Apus pallidus","Apus pallidus","Boano et al. 2015","https://doi.org/10.13157/arla.62.1.2015.35","new","wing length","mm",174.72,32,3.7,"Estimates are from the original data base but the reference was McCollin et al. 2015","Carmagnola (44°50’N, 7°43’W) and Torino (45°04’N, 7°40’W)","Not tracked","47","female","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Apus pallidus","Apus pallidus","Apus pallidus",69,-3.8387228406483,0.0161430464553747,2.15210696360082,-1,1,1,1
"40","Apus pallidus","Apus pallidus","Boano et al. 2015","https://doi.org/10.13157/arla.62.1.2015.35","new","wing length","mm",176.96,28,4.52,"Estimates are from the original data base but the reference was McCollin et al. 2015","Carmagnola (44°50’N, 7°43’W) and Torino (45°04’N, 7°40’W)","Not tracked","47","male","fully migratory","although some populations are resident year-round, the resident area is very small","fully aerial feeding","","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Apus pallidus","Apus pallidus","Apus pallidus",70,-3.64889320597131,0.0185418191997794,2.6019911530237,1,1,1,1
"41","Apus unicolor","Apus unicolor","Garcia-Del-Rey et al. 2008","https://doi.org/10.1080/03078698.2008.9674379","R&E2013","wing length","mm",151.4,44,3.2,NA,"eight colony sites on Tenerife","Not tracked","48","female","partially migratory","some populations are resident year-round","fully aerial feeding","","fully migratory","fully aerial feeding","migration has been shown for Tenerife https://www.google.com/url?q=https://www.birdguides.com/articles/ornithology/geolocators-reveal-plain-swift-wintering-grounds/&sa=D&source=docs&ust=1726385522523473&usg=AOvVaw1sWWToCHAcfb-D_U_M2sJB","fully migratory","partially migratory","Apus unicolor","Apus unicolor","Apus unicolor",71,-3.84514662422092,0.0116380600034804,2.13832660265681,-1,1,1,1
"41","Apus unicolor","Apus unicolor","Garcia-Del-Rey et al. 2008","https://doi.org/10.1080/03078698.2008.9674379","R&E2013","wing length","mm",153.1,35,2.4,NA,"eight colony sites on Tenerife","Not tracked","48","male","partially migratory","some populations are resident year-round","fully aerial feeding","","fully migratory","fully aerial feeding","migration has been shown for Tenerife https://www.google.com/url?q=https://www.birdguides.com/articles/ornithology/geolocators-reveal-plain-swift-wintering-grounds/&sa=D&source=docs&ust=1726385522523473&usg=AOvVaw1sWWToCHAcfb-D_U_M2sJB","fully migratory","partially migratory","Apus unicolor","Apus unicolor","Apus unicolor",72,-4.1409166829568,0.0147129034351423,1.59082619859171,1,1,1,1
"42","Atlapetes melanolaemus","Atlapetes melanolaemus","Kennedy et al. 2018","https://journals.sfu.ca/ornneo/index.php/ornneo/article/viewFile/323/ON%20SI%2029%20%282018%29%20S63-S73%20%281%29.pdf","new","wing chord","mm",68.2,29,1.6,NA,"Manu National Park, Peru, at Wayqecha Biological Station (13°11'14.4''S, 71°35'9.3''W, 2900 m a.s.l.)","natural wing chord (Pyle 1997)","49","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Atlapetes melanolaemus","Atlapetes melanolaemus","Atlapetes melanolaemus",73,-3.73458379274654,0.0178761218524364,2.38831093237524,-1,-1,-1,-1
"42","Atlapetes melanolaemus","Atlapetes melanolaemus","Kennedy et al. 2018","https://journals.sfu.ca/ornneo/index.php/ornneo/article/viewFile/323/ON%20SI%2029%20%282018%29%20S63-S73%20%281%29.pdf","new","wing chord","mm",72.4,53,2.6,NA,"Manu National Park, Peru, at Wayqecha Biological Station (13°11'14.4''S, 71°35'9.3''W, 2900 m a.s.l.)","natural wing chord (Pyle 1997)","49","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Atlapetes melanolaemus","Atlapetes melanolaemus","Atlapetes melanolaemus",74,-3.31707946974885,0.0096397175054466,3.6258571525791,1,-1,-1,-1
"43","Augastes scutatus","Augastes scutatus","Rodrigues & Rodrigues 2011","https://doi.org/10.1676/11-042.1","new","wing length","mm",51.1,27,2.4,NA,"Alto do Palácio (AP) (19°15'S, 43°31'W)","Not tracked","50","female","non-migratory","","fully aerial feeding","","non-migratory","fully aerial feeding","","non-migratory","non-migratory","Augastes scutatus","Augastes scutatus","Augastes scutatus",75,-3.03908499062499,0.0193124682642952,4.78786788973402,-1,-1,1,-1
"43","Augastes scutatus","Augastes scutatus","Rodrigues & Rodrigues 2011","https://doi.org/10.1676/11-042.1","new","wing length","mm",52.6,44,2.9,NA,"Alto do Palácio (AP) (19°15'S, 43°31'W)","Not tracked","50","male","non-migratory","","fully aerial feeding","","non-migratory","fully aerial feeding","","non-migratory","non-migratory","Augastes scutatus","Augastes scutatus","Augastes scutatus",76,-2.88637747577449,0.0116969900788695,5.57779038832283,1,-1,1,-1
"44","Tetrastes sewerzowi","Bonasa sewerzowi","Sun et al. 2005","https://doi.org/10.1007/s10336-004-0046-5","R&E2013","wing length","mm",168.9,42,5.4,"Original SD.male: 5.10521183431953, SD.female: 5.40639905325444","Lianhuashan Natural Reserve (34°45'–35°06'N, 103°27'–103°51'E)","Not tracked","51","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Tetrastes sewerzowi","Tetrastes sewerzowi","Tetrastes sewerzowi",77,-3.43071274829231,0.0122194596174086,3.2363865260671,-1,-1,-1,-1
